,Country Code,Category,Name,Avg Price,Currency,Nb of Offers,Rank,Rating,Reviews,Description,scrape_link,date_scraped,Produsenter,Bildestørrelse,Oppløsning,Skjermteknologi,HDR,Smart TV,Lanseringsår,Pris/tommer,Produktnavn,Kategori,"TV-mottaker, digital",Doble mottakere,Støtte for CI/CA-modul,CI+,Type av digitale mottakere,"Analog 3,5mm-inngang",Digital optisk ut (S/PDIF),HDMI,Antall HDMI-innganger,HDCP-versjon,HDMI-versjon,Standarder som støttes,Hodetelefonutgang,Komponent inn (YPbPr/YCbCr),Kompositt inn,USB-kontakt,Innspillingsfunksjon via USB (PVR),USB 2.0,USB 3.1 Gen 1 (5Gbps),USB-kontakt (totalt),VGA inn,Øvrige tilkoblinger,Bevegelsesforbedring (frekvens/indeks),Metode,Bildeforhold,Bildefrekvens,Bildestørrelse (cm),Bildstorlek,Lysstyrke,Oppdateringsfrekvens,Skjermtype,Støttede videoformater,Bildefiler som støttes,Lydfiler som støttes,Lydformat,Videofiler som støttes,Design panel,Tilgjengelige farger,Dybde uten stativ,"Høyde, uten stativ",Mål (BxHxD),Bredde,Dybde,Høyde,Produktvekt,Vekt uten stativ,Funksjoner,Internettjenester/apper som støttes,Operativsystem,Ethernet-tilkobling,Trådløst nettverk (Wi-Fi),Trådløs nettverksstandard (IEEE 802.11),3D-støtte (3D-Ready),DLNA,Full HD (HD ready 1080p),4K120,Ultra HD-sertifisert (UHD/4K),Type av HDR,Streaming-standard,VESA-feste,Type VESA-feste,Integrerte høyttalere,Prosessorhastighet,Energiforbruk i HDR-modus (per 1000 t),Energiforbruk i SDR-modus (per 1000 t),Energiklasse (A-G),Energiklasse (HDR),Strømforbruk operativ (min-maks),Strømforbruk standby/hvilemodus,Tilkobling for 9V/12V/14V,Bakgrunnsbelysning,Diodeplassering,Teknologier,Paneltype,Brilleteknologi,Medfølgende briller
10,NO,TV,"Samsung QLED QE50Q60A 50"" 4K Ultra HD (3840x2160) Smart TV",6576.29,NOK,7.0,Rangering 11,,(1),"Den billigste prisen for Samsung QLED QE50Q60A 50"" 4K Ultra HD (3840x2160) Smart TV akkurat nå er 5 990 ,-. Det er et av de 100 mest populære produktene i kategorien TV.  Prisjakt sammenligner priser og tilbud fra 7 butikker. ",https://www.prisjakt.no/product.php?p=5731001,23/08/2022 09:05:27,Samsung,50 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,119.8 kr/tomme,"Samsung QLED QE50Q60A 50"" 4K Ultra HD (3840x2160) Smart TV",TV,Ja,,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,Ja,Ja,3 stk,,2.0,,,,,Ja,Ja,,,2 stk,,,Ja,Samsung Picture Quality Index (PQI) 3100,16:9,"24p, 30p, 60p, 50p",125 cm,50 Tommer,,50 Hz,QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,Dolby Digital Plus,,Flat,Sort,25.7 mm,644.5 mm,,1118.3 mm,228.8 mm,683.6 mm,12.2 kg,11.5 kg,"Bluetooth, Talestyring, Time-Shift, Støtte for HbbTV, ALLM",Nettleser,Tizen OS,Ja,Ja,"802.11a, 802.11ac (Wi-Fi 5)",,Ja,Ja,,Ja,"HDR10, HLG",,Ja,200x200mm,,,100 kWh,67 kWh,G,G,67 W,0.5 W,Nei,LED (lysdiode),Bakbelyst (Back),Quantum dot,,,
11,NO,TV,"Philips 58PUS9006 58"" 4K Ultra HD (3840x2160) LCD Smart TV",7125.40,NOK,5.0,Rangering 12,3.7,(2 anmeldelser),"Den billigste prisen for Philips 58PUS9006 58"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 4 990 ,-. Det er et av de 100 mest populære produktene i kategorien TV med en gjennomsnittlig vurdering på 3.7 av 5.  Prisjakt sammenligner priser og tilbud fra 5 butikker. ",https://www.prisjakt.no/product.php?p=5785188,23/08/2022 09:05:32,Philips,58 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,NO,TV,"Samsung The Frame QE50LS03A 50"" 4K Ultra HD (3840x2160) QLED Smart TV",10076.20,NOK,5.0,Rangering 13,3,(1 anmeldelse),"Den billigste prisen for Samsung The Frame QE50LS03A 50"" 4K Ultra HD (3840x2160) QLED Smart TV akkurat nå er 7 590 ,-. Det er et av de 100 mest populære produktene i kategorien TV med en gjennomsnittlig vurdering på 3.0 av 5.  Prisjakt sammenligner priser og tilbud fra 5 butikker. ",https://www.prisjakt.no/product.php?p=5742871,23/08/2022 09:05:37,Samsung,50 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,151.8 kr/tomme,"Samsung The Frame QE50LS03A 50"" 4K Ultra HD (3840x2160) QLED Smart TV",TV,Ja,Nei,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",0 stk,Nei,Ja,4 stk,2.3,2.1,eARC,Nei,0 stk,0 stk,Ja,Ja,2 stk,0 stk,2 stk,Nei,,Ja,Samsung Picture Quality Index (PQI) 3000,16:9,"24p, 30p, 60p, 50p",125 cm,50 Tommer,,60 Hz,,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)","JPEG/JPG, PNG, BMP, GIF","MP3, WMA, Ogg Vorbis, FLAC, WAV (PCM), AAC, AIFF, Apple Lossless (ALAC)",,"MPEG4, WMV, 3GP/3GPP, AVI, Matroska (MKV), TS, FLV, HEVC/H.265, VP9",Flat,"Sort, Hvit",24.9 mm,644 mm,,1124.1 mm,24.9 mm,644.9 mm,12.2 kg,11.8 kg,"Bluetooth, Talestyring, One Connect",,Tizen OS,Ja,Ja,,Nei,Ja,Ja,Nei,Ja,HDR10,,Ja,,,,233 kWh,129 kWh,G,G,87 W,0.5 W,Nei,LED (lysdiode),Kantbelyst (Edge),Quantum dot,VA,,
13,NO,TV,"Samsung UE43TU6905 43"" 4K Ultra HD (3840x2160) LCD Smart TV",4431.29,NOK,7.0,Rangering 14,3.9,(3 anmeldelser),"Den billigste prisen for Samsung UE43TU6905 43"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 3 790 ,-. Det er et av de 100 mest populære produktene i kategorien TV med en gjennomsnittlig vurdering på 3.9 av 5.  Prisjakt sammenligner priser og tilbud fra 7 butikker. ",https://www.prisjakt.no/product.php?p=5531154,23/08/2022 09:05:40,Samsung,43 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2020,88.14 kr/tomme,"Samsung UE43TU6905 43"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-C (digital kabel-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.)",,Ja,Ja,2 stk,,,,Nei,,,Ja,,1 stk,,1 stk,,,,,16:9,"24p, 30p, 60p, 50p",108 cm,43 Tommer,,50 Hz,LED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,Dolby Digital Plus,,Flat,Sort,59.2 mm,558.4 mm,,963 mm,192.5 mm,627.3 mm,8.3 kg,8.1 kg,"Talestyring, ALLM",,Tizen OS,Ja,Ja,802.11n (Wi-Fi 4),Nei,Ja,Ja,,Ja,"HDR10, HLG, HDR10+","Google Cast/Chromecast, AirPlay 2",Ja,200x200mm,2.0 (Stereo),,101 kWh,67 kWh,G,G,125 W,0.5 W,Nei,LED (lysdiode),Bakbelyst (Back),,VA,,
14,NO,TV,"Philips 65OLED706 65"" 4K Ultra HD (3840x2160) OLED Smart TV",20710.33,NOK,6.0,Rangering 15,3.8,(6 anmeldelser),"Den billigste prisen for Philips 65OLED706 65"" 4K Ultra HD (3840x2160) OLED Smart TV akkurat nå er 12 990 ,-. Det er et av de 100 mest populære produktene i kategorien TV med en gjennomsnittlig vurdering på 3.8 av 5.  Prisjakt sammenligner priser og tilbud fra 6 butikker. ",https://www.prisjakt.no/product.php?p=5729562,23/08/2022 09:05:46,Philips,65 Tommer,4K Ultra HD (3840x2160),OLED,Ja,Ja,,199.85 kr/tomme,"Philips 65OLED706 65"" 4K Ultra HD (3840x2160) OLED Smart TV",TV,Ja,Nei,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,Ja,Ja,4 stk,2.3,2.1,"eARC, ARC",Ja,0 stk,0 stk,Ja,Ja,,,3 stk,Nei,,,,16:9,"24p, 30p, 60p, 50p, 120p",164 cm,65 Tommer,,120 Hz,OLED,2160p (4K Ultra HD),"JPEG/JPG, PNG, BMP, GIF","MP3, WMA, WAV (PCM), AAC","DTS HD High Resolution Audio, Dolby Atmos","MPEG1, MPEG2, MPEG4, AVC/H.264, AVI, Matroska (MKV), HEVC/H.265, AV1",Flat,"Sort, Sølv, Grå",58 mm,830 mm,,1449 mm,280 mm,846 mm,27.9 kg,26.1 kg,"Bluetooth, Talestyring, Omgivelseslys (Ambilight), Integrert harddisk, Støtte for HbbTV, Synkroniseringsmetode, Variable Refresh Rate (VRR)","YouTube, Spotify, Nettleser, Netflix, Viaplay, SVT Play, TV4 Play, Amazon Prime Video, Apple TV+",Android,Ja,Ja,"802.11a, 802.11ac (Wi-Fi 5)",,Ja,Ja,Ja,Ja,"Dolby Vision, HDR10, HLG, HDR10+",,Ja,300x300mm,2.0 (Stereo),,106 kWh,137 kWh,,G,137 W,2 W,Nei,,,,,,
15,NO,TV,"Samsung QLED QE65Q70A 65"" 4K Ultra HD (3840x2160) Smart TV",9323.33,NOK,6.0,Rangering 16,3.8,(1 anmeldelse),"Den billigste prisen for Samsung QLED QE65Q70A 65"" 4K Ultra HD (3840x2160) Smart TV akkurat nå er 8 990 ,-. Det er et av de 100 mest populære produktene i kategorien TV med en gjennomsnittlig vurdering på 3.8 av 5.  Prisjakt sammenligner priser og tilbud fra 6 butikker. ",https://www.prisjakt.no/product.php?p=5734743,23/08/2022 09:05:51,Samsung,65 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2020,138.31 kr/tomme,"Samsung QLED QE65Q70A 65"" 4K Ultra HD (3840x2160) Smart TV",TV,Ja,Ja,Ja,Ja,"DVB-C (digital kabel-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,Ja,Ja,4 stk,,2.1,eARC,Nei,,,Ja,Ja,,,2 stk,,,Ja,Samsung Picture Quality Index (PQI) 3400,16:9,"24p, 30p, 60p, 50p, 120p",163 cm,65 Tommer,,120 Hz,QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,Dolby Digital Plus,,,"Sort, Grå, Titan",25.7 mm,832.2 mm,,1451.7 mm,290.2 mm,897.5 mm,21.8 kg,20.9 kg,"Bluetooth, Talestyring, Støtte for HbbTV, Synkroniseringsmetode, ALLM, Variable Refresh Rate (VRR)","Facebook, YouTube, Spotify, Netflix, Viaplay, HBO Nordic, Amazon Prime Video, Apple TV+",Tizen OS,Ja,Ja,"802.11a, 802.11ac (Wi-Fi 5)",,Ja,Ja,Ja,Ja,"HDR10, HLG, HDR10+",,Ja,400x300mm,,,202 kWh,101 kWh,F,G,245 W,0.5 W,Nei,LED (lysdiode),Bakbelyst (Back),Quantum dot,VA,,
16,NO,TV,"Samsung The Frame QE75LS03A 75"" 4K Ultra HD (3840x2160) QLED Smart TV",23995.00,NOK,2.0,Rangering 17,3.5,(1 anmeldelse),"Den billigste prisen for Samsung The Frame QE75LS03A 75"" 4K Ultra HD (3840x2160) QLED Smart TV akkurat nå er 22 990 ,-. Det er et av de 100 mest populære produktene i kategorien TV med en gjennomsnittlig vurdering på 3.5 av 5.  Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=5734740,23/08/2022 09:05:54,Samsung,75 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,306.53 kr/tomme,"Samsung The Frame QE75LS03A 75"" 4K Ultra HD (3840x2160) QLED Smart TV",TV,Ja,Nei,Ja,Ja,"DVB-C (digital kabel-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,,Ja,4 stk,,,,Nei,,,Ja,,,,2 stk,,,,,16:9,,189 cm,75 Tommer,,100 Hz,,2160p (4K Ultra HD),,,,,Flat,Sort,26.9 mm,960.4 mm,,1682.3 mm,315.8 mm,998.5 mm,35.6 kg,35 kg,"Bluetooth, Talestyring, Støtte for HbbTV, ALLM, One Connect",,Tizen OS,Ja,Ja,,Nei,Ja,Ja,,Ja,HDR10,,Ja,,,,233 kWh,129 kWh,F,G,129 W,0.5 W,Nei,LED (lysdiode),,Quantum dot,,,
17,NO,TV,"Samsung UE85AU8005 85"" 4K Ultra HD (3840x2160) LCD Smart TV",17192.00,NOK,5.0,Rangering 18,,(1),"Den billigste prisen for Samsung UE85AU8005 85"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 13 990 ,-. Det er et av de 100 mest populære produktene i kategorien TV.  Prisjakt sammenligner priser og tilbud fra 5 butikker. ",https://www.prisjakt.no/product.php?p=5734313,23/08/2022 09:05:57,Samsung,85 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,164.59 kr/tomme,"Samsung UE85AU8005 85"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-C (digital kabel-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.)",,Ja,Ja,3 stk,,,,,,,Ja,,,,2 stk,,,Ja,,,,214 cm,85 Tommer,,50 Hz,LED,2160p (4K Ultra HD),,,Dolby Digital Plus,,,Sort,26.9 mm,1237 mm,,1900.9 mm,394.7 mm,1131.5 mm,43.5 kg,41.5 kg,"Bluetooth, Talestyring, Støtte for HbbTV, ALLM",,Tizen OS,Ja,Ja,"802.11a, 802.11ac (Wi-Fi 5)",,Ja,Ja,,Ja,"HDR10, HLG",,Ja,600x400mm,,,276 kWh,,G,G,310 W,0.5 W,Nei,LED (lysdiode),,,VA,,
18,NO,TV,"Samsung QLED QE55Q70A 55"" 4K Ultra HD (3840x2160) Smart TV",8564.78,NOK,9.0,Rangering 19,3.3,(1 anmeldelse),"Den billigste prisen for Samsung QLED QE55Q70A 55"" 4K Ultra HD (3840x2160) Smart TV akkurat nå er 6 990 ,-. Det er et av de 100 mest populære produktene i kategorien TV med en gjennomsnittlig vurdering på 3.3 av 5.  Prisjakt sammenligner priser og tilbud fra 9 butikker. ",https://www.prisjakt.no/product.php?p=5734736,23/08/2022 09:06:00,Samsung,55 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,127.09 kr/tomme,"Samsung QLED QE55Q70A 55"" 4K Ultra HD (3840x2160) Smart TV",TV,Ja,Nei,Ja,Ja,,,Ja,Ja,4 stk,,,,Nei,,,Ja,Ja,,,2 stk,,,Ja,Samsung Picture Quality Index (PQI) 3400,16:9,"24p, 30p, 60p, 50p",138 cm,55 Tommer,,120 Hz,QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,Dolby Digital Plus,,,"Sort, Grå, Titan",,709.2 mm,,1232.9 mm,249.1 mm,774.1 mm,17.1 kg,15.5 kg,"Bluetooth, Talestyring, Støtte for HbbTV, Synkroniseringsmetode, ALLM, Variable Refresh Rate (VRR)",,Tizen OS,Ja,Ja,"802.11a, 802.11ac (Wi-Fi 5)",,Ja,Ja,,Ja,"HDR10, HLG",,Ja,200x200mm,,,150 kWh,77 kWh,F,G,205 W,0.5 W,Nei,LED (lysdiode),Bakbelyst (Back),Quantum dot,,,
19,NO,TV,"Philips 55PUS7506 55"" 4K Ultra HD (3840x2160) LCD Smart TV",7622.00,NOK,3.0,Rangering 21,,(1),"Den billigste prisen for Philips 55PUS7506 55"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 7 588 ,-. Det er et av de 100 mest populære produktene i kategorien TV.  Prisjakt sammenligner priser og tilbud fra 3 butikker. ",https://www.prisjakt.no/product.php?p=5729607,23/08/2022 09:06:04,Philips,55 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,,137.96 kr/tomme,"Philips 55PUS7506 55"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,Nei,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,Ja,Ja,4 stk,,,,,,,Ja,,,,2 stk,,,,,16:9,"24p, 30p, 60p, 50p",139 cm,55 Tommer,,50 Hz,LED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",JPEG/JPG,"MP3, WMA, WAV (PCM), AAC",Dolby Atmos,"AVI, Matroska (MKV), AV1",,Sort,87 mm,840 mm,,1228 mm,1228 mm,743 mm,13.3 kg,13.1 kg,Talestyring,"YouTube, Netflix",Saphi,Ja,Nei,,,Ja,Ja,,Ja,"Dolby Vision, HDR10, HLG, HDR10+",,Ja,,,,,,,G,,0.3 W,Nei,LED (lysdiode),,,,,
20,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",15123.17,NOK,6.0,Rangering 20,3.8,(1 anmeldelse),"Den billigste prisen for LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV akkurat nå er 13 990 ,-. Det er et av de 100 mest populære produktene i kategorien TV med en gjennomsnittlig vurdering på 3.8 av 5.  Prisjakt sammenligner priser og tilbud fra 6 butikker. ",https://www.prisjakt.no/product.php?p=6003056,23/08/2022 09:06:06,LG,42 Tommer,4K Ultra HD (3840x2160),OLED,Ja,Ja,2022,333.1 kr/tomme,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",TV,Ja,Nei,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,Ja,Ja,4 stk,2.2,2.1,eARC,Ja,0 stk,0 stk,Ja,Nei,3 stk,,3 stk,Nei,,Ja,LG OLED Motion Pro,16:9,"24p, 60p, 50p, 120p",,42 Tommer,,120 Hz,OLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,"Dolby Digital 5.1, Dolby Digital Plus, Dolby Atmos",,Flat,"Sort, Sølv, Grå",411 mm,535 mm,,932 mm,170 mm,577 mm,9.3 kg,,"Bluetooth, Synkroniseringsmetode, ALLM, Variable Refresh Rate (VRR)","YouTube, Spotify, Nettleser, Netflix, Viaplay, HBO GO, SVT Play, TV4 Play, SF Anytime, Amazon Prime Video, Apple TV+",WebOS,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",Nei,Ja,Ja,Ja,Ja,"Dolby Vision, HDR10, HLG","Miracast, AirPlay 2",Ja,300x200mm,2.0 (Stereo),,,,,,,0.5 W,Nei,,,,,,
21,NO,TV,"LG OLED55B1 55"" 4K Ultra HD (3840x2160) OLED Smart TV",9990.00,NOK,3.0,Rangering 23,4.2,(5 anmeldelser),"Den billigste prisen for LG OLED55B1 55"" 4K Ultra HD (3840x2160) OLED Smart TV akkurat nå er 8 990 ,-. Det er et av de 100 mest populære produktene i kategorien TV med en gjennomsnittlig vurdering på 4.2 av 5.  Prisjakt sammenligner priser og tilbud fra 3 butikker. ",https://www.prisjakt.no/product.php?p=5724832,23/08/2022 09:06:11,LG,55 Tommer,4K Ultra HD (3840x2160),OLED,Ja,Ja,2021,163.45 kr/tomme,"LG OLED55B1 55"" 4K Ultra HD (3840x2160) OLED Smart TV",TV,Ja,Ja,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",0 stk,Ja,Ja,4 stk,,2.1,eARC,Ja,0 stk,0 stk,Ja,Ja,,,3 stk,Nei,,Ja,LG OLED Motion Pro,16:9,"24p, 30p, 60p, 50p, 120p",139 cm,55 Tommer,,120 Hz,OLED,2160p (4K Ultra HD),,"MP3, WMA, AAC","Dolby Digital 5.1, Dolby Atmos",HEVC/H.265,Flat,"Sort, Sølv, Grå",49.6 mm,810 mm,,1228 mm,246 mm,744 mm,19.9 kg,18.9 kg,"Bluetooth, Talestyring, Synkroniseringsmetode, Støtte for HomeKit, ALLM, Variable Refresh Rate (VRR)","Nettleser, Netflix",WebOS,Ja,Ja,"802.11a, 802.11ac (Wi-Fi 5)",Nei,Ja,Ja,,Ja,"Dolby Vision, HDR10, HLG",,Ja,"400x200mm, 300x200mm",2.0 (Stereo),,182 kWh,104 kWh,G,G,104 W,0.5 W,Nei,,,,,,
22,NO,TV,"Samsung QLED QE75Q60A 75"" 4K Ultra HD (3840x2160) Smart TV",17176.33,NOK,3.0,Rangering 22,4.1,(4 anmeldelser),"Den billigste prisen for Samsung QLED QE75Q60A 75"" 4K Ultra HD (3840x2160) Smart TV akkurat nå er 12 990 ,-. Det er et av de 100 mest populære produktene i kategorien TV med en gjennomsnittlig vurdering på 4.1 av 5.  Prisjakt sammenligner priser og tilbud fra 3 butikker. ",https://www.prisjakt.no/product.php?p=5731011,23/08/2022 09:06:14,Samsung,75 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,173.2 kr/tomme,"Samsung QLED QE75Q60A 75"" 4K Ultra HD (3840x2160) Smart TV",TV,Ja,,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,Ja,Ja,3 stk,,,,,,,Ja,Ja,,,2 stk,,,Ja,Samsung Picture Quality Index (PQI) 3100,16:9,"24p, 30p, 60p, 50p",189 cm,75 Tommer,,60 Hz,QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,Dolby Digital Plus,,Flat,Sort,26.6 mm,960.3 mm,,1676.7 mm,340.4 mm,1005.5 mm,33.3 kg,32.1 kg,"Bluetooth, Talestyring, Støtte for HbbTV, ALLM, Variable Refresh Rate (VRR)",,Tizen OS,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",Nei,Ja,Ja,,Ja,"HDR10, HLG",,Ja,400x400mm,,,197 kWh,118 kWh,E,G,118 W,0.5 W,Nei,LED (lysdiode),Bakbelyst (Back),Quantum dot,,,
23,NO,TV,"Samsung The Frame QE43LS03A 43"" 4K Ultra HD (3840x2160) QLED Smart TV",8344.50,NOK,4.0,Rangering 24,1.8,(2 anmeldelser),"Den billigste prisen for Samsung The Frame QE43LS03A 43"" 4K Ultra HD (3840x2160) QLED Smart TV akkurat nå er 6 333 ,-. Det er et av de 100 mest populære produktene i kategorien TV med en gjennomsnittlig vurdering på 1.8 av 5.  Prisjakt sammenligner priser og tilbud fra 4 butikker. ",https://www.prisjakt.no/product.php?p=5733648,23/08/2022 09:06:19,Samsung,43 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,147.28 kr/tomme,"Samsung The Frame QE43LS03A 43"" 4K Ultra HD (3840x2160) QLED Smart TV",TV,Ja,Nei,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,,Ja,4 stk,,,,Nei,,,Ja,,,,2 stk,,,,,16:9,,108 cm,43 Tommer,,50 Hz,,2160p (4K Ultra HD),,,,,Flat,"Sort, Hvit",24.9 mm,557 mm,,969.5 mm,24.9 mm,557.8 mm,8.9 kg,8.6 kg,"Bluetooth, Talestyring, One Connect",,Tizen OS,Ja,Ja,,Nei,Ja,Ja,,Ja,HDR10,,Ja,200x200mm,,,233 kWh,129 kWh,G,G,73 W,0.5 W,Nei,LED (lysdiode),,Quantum dot,,,
24,NO,TV,"Samsung Neo QLED QE55QN90A 55"" 4K Ultra HD (3840x2160) Smart TV",17317.25,NOK,4.0,Rangering 25,3.8,(1 anmeldelse),"Den billigste prisen for Samsung Neo QLED QE55QN90A 55"" 4K Ultra HD (3840x2160) Smart TV akkurat nå er 16 990 ,-. Det er et av de 100 mest populære produktene i kategorien TV med en gjennomsnittlig vurdering på 3.8 av 5.  Prisjakt sammenligner priser og tilbud fra 4 butikker. ",https://www.prisjakt.no/product.php?p=5734913,23/08/2022 09:06:23,Samsung,55 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,308.91 kr/tomme,"Samsung Neo QLED QE55QN90A 55"" 4K Ultra HD (3840x2160) Smart TV",TV,Ja,Ja,Ja,Ja,"DVB-C (digital kabel-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,Ja,Ja,4 stk,,2.1,eARC,Nei,,,Ja,Ja,,,2 stk,,,Ja,,16:9,"24p, 30p, 60p, 50p, 120p",138 cm,55 Tommer,,120 Hz,Neo QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,Dolby Digital Plus,,,"Sort, Sølv, Titan",26.9 mm,706.2 mm,,1227.4 mm,235.2 mm,768 mm,21.9 kg,17.7 kg,"Bilde i bilde (PiP), Bluetooth, Talestyring, Støtte for HbbTV, Synkroniseringsmetode, ALLM, Variable Refresh Rate (VRR)",Nettleser,Tizen OS,Ja,Ja,"802.11a, 802.11ac (Wi-Fi 5)",,Ja,Ja,Ja,Ja,"HDR10, HLG",,Ja,200x200mm,,,165 kWh,84 kWh,F,G,225 W,0.5 W,Nei,LED (lysdiode),Bakbelyst (Back),"Quantum dot, Lokal dimming, Mini-LED",VA,,
25,NO,TV,"Samsung QLED QE75Q80B 75"" 4K Ultra HD (3840x2160) Smart TV",28257.14,NOK,7.0,Rangering 26,,(1),"Den billigste prisen for Samsung QLED QE75Q80B 75"" 4K Ultra HD (3840x2160) Smart TV akkurat nå er 27 990 ,-. Det er et av de 100 mest populære produktene i kategorien TV.  Prisjakt sammenligner priser og tilbud fra 7 butikker. ",https://www.prisjakt.no/product.php?p=6016570,23/08/2022 09:06:26,Samsung,75 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2022,373.2 kr/tomme,"Samsung QLED QE75Q80B 75"" 4K Ultra HD (3840x2160) Smart TV",TV,Ja,,,,"DVB-T2 (digitalt bakkenett-TV, 2. gen.)",,,Ja,4 stk,,,,,,,,,,,,,,,,16:9,"24p, 30p, 60p, 50p",189 cm,75 Tommer,,,QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,,,,"Sort, Sølv",,,,,,,,,Synkroniseringsmetode,,Tizen OS,,Ja,,,,Ja,,Ja,,,Ja,,,,,,,,,,Nei,LED (lysdiode),,Quantum dot,,,
